"ID","Title","Viewed","URL"
42740,"Infinite Leveling: Murim","Chapter 205","https://www.manganato.gg/manga/infinite-leveling-murim/chapter-205"
30751,"The Celestial Returned From Hell","Chapter 187","https://www.manganato.gg/manga/the-celestial-returned-from-hell/chapter-187"
44131,"My Lucky Encounter From The Game Turned Into Reality","Chapter 51","https://www.manganato.gg/manga/my-lucky-encounter-from-the-game-turned-into-reality/chapter-51"
42709,"Doctor’s Rebirth","Chapter 180","https://www.manganato.gg/manga/doctors-rebirth/chapter-180"
30980,"Nightwatcher","Chapter 48","https://www.manganato.gg/manga/nightwatcher/chapter-48"
28815,"Brother, Am I Cute?","Chapter 45","https://www.manganato.gg/manga/brother-am-i-cute/chapter-45"
43731,"Fushi no Kami: Rebuilding Civilization Starts With a Village","Chapter 34","https://www.manganato.gg/manga/fushi-no-kami-rebuilding-civilization-starts-with-a-village/chapter-34"
45984,"Entomologist In Sichuan Tang Clan","Chapter 23","https://www.manganato.gg/manga/entomologist-in-sichuan-tang-clan/chapter-23"
35046,"The Hero Became The Duke's Eldest Son","Chapter 46","https://www.manganato.gg/manga/the-hero-became-the-duke-s-eldest-son/chapter-46"
42047,"Survival Story Of A Sword King In A Fantasy World","Chapter 104","https://www.manganato.gg/manga/survival-story-of-a-sword-king-in-a-fantasy-world/chapter-104"
39896,"Drama Writer Who Reads Spoilers","Chapter 42","https://www.manganato.gg/manga/drama-writer-who-reads-spoilers/chapter-42"
21068,"Cultivating The Supreme Dantian","Chapter 161","https://www.manganato.gg/manga/cultivating-the-supreme-dantian/chapter-161"
44174,"Terminally-Ill Genius Dark Knight","Chapter 82","https://www.manganato.gg/manga/terminally-ill-genius-dark-knight/chapter-82"
31497,"Sss-Class Gacha Hunter","Chapter 97","https://www.manganato.gg/manga/sss-class-gacha-hunter/chapter-97"
28144,"Meng Shi Zai Shang","Chapter 260","https://www.manganato.gg/manga/meng-shi-zai-shang/chapter-260"
27214,"Kuma Kuma Kuma Bear","Chapter 80","https://www.manganato.gg/manga/kuma-kuma-kuma-bear/chapter-80"
50849,"Legend Of The Reincarnated Demon God","Chapter 24","https://www.manganato.gg/manga/legend-of-the-reincarnated-demon-god/chapter-24"
1050,"The Scholar's Reincarnation","Chapter 167","https://www.manganato.gg/manga/the-scholar-s-reincarnation/chapter-167"
17018,"The Tax Reaper","Chapter 111","https://www.manganato.gg/manga/the-tax-reaper/chapter-111"
43412,"SSS-Rank Paladin Who Transcends Common Sense","Chapter 24","https://www.manganato.gg/manga/sss-rank-paladin-who-transcends-common-sense/chapter-24"
31059,"The Player Hides His Past","Chapter 50","https://www.manganato.gg/manga/the-player-hides-his-past/chapter-50"
43931,"The Academy’s Genius Tamer","Chapter 30","https://www.manganato.gg/manga/the-academys-genius-tamer/chapter-30"
33392,"Hanninmae no Koibito","Chapter 42","https://www.manganato.gg/manga/hanninmae-no-koibito/chapter-42"
43617,"Dungeon Reset","Chapter 199","https://www.manganato.gg/manga/dungeon-reset/chapter-199"
803,"Max Talent Player (2024)","Chapter 32","https://www.manganato.gg/manga/max-talent-player-2024/chapter-32"
28525,"I Got Lucky And Pulled A 10Th Rank Summon","Chapter 63","https://www.manganato.gg/manga/i-got-lucky-and-pulled-a-10th-rank-summon/chapter-63"
51623,"Dragonslayer’s Class Regression","Chapter 24","https://www.manganato.gg/manga/dragonslayers-class-regression/chapter-24"
34002,"I’m Really Not The Demon God’s Lackey","Chapter 132","https://www.manganato.gg/manga/im-really-not-the-demon-gods-lackey/chapter-132"
29995,"Subscribed To The Transcendental Channels","Chapter 44","https://www.manganato.gg/manga/subscribed-to-the-transcendental-channels/chapter-44"
190,"I Reincarnated As A Legendary Surgeon","Chapter 137","https://www.manganato.gg/manga/i-reincarnated-as-a-legendary-surgeon/chapter-137"
27253,"Embodiment Of The Assassin In The Murim World","Chapter 41","https://www.manganato.gg/manga/embodiment-of-the-assassin-in-the-murim-world/chapter-41"
5807,"Hard-Carry Support","Chapter 58","https://www.manganato.gg/manga/hard-carry-support/chapter-58"
1275,"Noble Reincarnation ~Blessed With the Strongest Power From Birth~","Chapter 33","https://www.manganato.gg/manga/noble-reincarnation-blessed-with-the-strongest-power-from-birth/chapter-33"
33698,"I was called incompetent at home, but it seems I’m super-competent Globally","Chapter 22","https://www.manganato.gg/manga/i-was-called-incompetent-at-home-but-it-seems-im-super-competent-globally/chapter-22"
1370,"Dead Mount Death Play","Chapter 61","https://www.manganato.gg/manga/dead-mount-death-play/chapter-61"
45324,"My Blade Will Lead The Way! Abandoned In A Labyrinth As A Directionally Challenged S-Rank Swordsman","Chapter 23","https://www.manganato.gg/manga/my-blade-will-lead-the-way-abandoned-in-a-labyrinth-as-a-directionally-challenged-s-rank-swordsman/chapter-23"
40456,"Growing Tired of the Lazy High Elf Life After 120 Years","Chapter 21","https://www.manganato.gg/manga/growing-tired-of-the-lazy-high-elf-life-after-120-years/chapter-21"
24060,"Ruri Dragon","Chapter 27","https://www.manganato.gg/manga/ruri-dragon/chapter-27"
7011,"I Was Caught Up In A Hero Summoning, But That World Is At Peace","Chapter 40","https://www.manganato.gg/manga/i-was-caught-up-in-a-hero-summoning-but-that-world-is-at-peace/chapter-40"
43916,"Blue Box","Chapter 181","https://www.manganato.gg/manga/blue-box/chapter-181"
19530,"Legendary Youngest Son Of The Marquis House","Chapter 107","https://www.manganato.gg/manga/legendary-youngest-son-of-the-marquis-house/chapter-107"
32072,"I’m Actually A Cultivation Bigshot","Chapter 316","https://www.manganato.gg/manga/im-actually-a-cultivation-bigshot/chapter-316"
36257,"Trauma Center","Chapter 70.1","https://www.manganato.gg/manga/trauma-center/chapter-70-1"
16632,"Slave Of The Magic Capital's Elite Troops","Chapter 62","https://www.manganato.gg/manga/slave-of-the-magic-capital-s-elite-troops/chapter-62"
24145,"I Was Planning To Become A Loyal Sword","Chapter 23","https://www.manganato.gg/manga/i-was-planning-to-become-a-loyal-sword/chapter-23"
39502,"Temple","Chapter 44","https://www.manganato.gg/manga/temple/chapter-44"
45510,"Heavenly Grand Archive’s Young Master","Chapter 108","https://www.manganato.gg/manga/heavenly-grand-archives-young-master/chapter-108"
30666,"Black Corporation: Joseon","Chapter 69","https://www.manganato.gg/manga/black-corporation-joseon/chapter-69"
44627,"The Heavenly Demon Will Give You A Massage","Chapter 46","https://www.manganato.gg/manga/the-heavenly-demon-will-give-you-a-massage/chapter-46"
43141,"Ao No Orchestra","Chapter 33","https://www.manganato.gg/manga/ao-no-orchestra/chapter-33"
27682,"The Extra Is Too Strong","Chapter 56","https://www.manganato.gg/manga/the-extra-is-too-strong/chapter-56"
37609,"Surviving As A Maid","Chapter 24","https://www.manganato.gg/manga/surviving-as-a-maid/chapter-24"
39348,"Sono Monban, Saikyou Nitsuki: Tsuihou Sareta Bougyo Ryoku 9999 No Senshi, Outo No Monban Toshite Musou Suru","Chapter 21","https://www.manganato.gg/manga/sono-monban-saikyou-nitsuki-tsuihou-sareta-bougyo-ryoku-9999-no-senshi-outo-no-monban-toshite-musou-suru/chapter-21"
138,"Murim Login","Chapter 204","https://www.manganato.gg/manga/murim-login/chapter-204"
31361,"Helmut: The Forsaken Child","Chapter 64","https://www.manganato.gg/manga/helmut-the-forsaken-child/chapter-64"
44467,"My Little Brother Is The Academy’s Hotshot","Chapter 72","https://www.manganato.gg/manga/my-little-brother-is-the-academys-hotshot/chapter-72"
44595,"Kaiju No. 8","Chapter 58","https://www.manganato.gg/manga/kaiju-no-8/chapter-58"
971,"My Dad Is Too Strong","Chapter 163","https://www.manganato.gg/manga/my-dad-is-too-strong/chapter-163"
29974,"Hyper Luck","Chapter 75","https://www.manganato.gg/manga/hyper-luck/chapter-75"
30035,"I Have Max Level Luck","Chapter 73","https://www.manganato.gg/manga/i-have-max-level-luck/chapter-73"
44937,"I Used High-Level Medicine To Counter Magic","Chapter 20","https://www.manganato.gg/manga/i-used-high-level-medicine-to-counter-magic/chapter-20"
37354,"Lightning Degree","Chapter 168","https://www.manganato.gg/manga/lightning-degree/chapter-168"
37200,"Sss-Class Suicide Hunter","Chapter 101","https://www.manganato.gg/manga/sss-class-suicide-hunter/chapter-101"
46311,"Tensei Renkin Shoujo no Slow Life","Chapter 3","https://www.manganato.gg/manga/tensei-renkin-shoujo-no-slow-life/chapter-3"
44354,"It Starts with a kingpin account","Chapter 194","https://www.manganato.gg/manga/it-starts-with-a-kingpin-account/chapter-194"
30933,"The Mysterious World’s Greatest Martial Artist Little Prince","Chapter 28","https://www.manganato.gg/manga/the-mysterious-worlds-greatest-martial-artist-little-prince/chapter-28"
45453,"The Greatest Estate Designer","Chapter 172","https://www.manganato.gg/manga/the-greatest-estate-designer/chapter-172"
43848,"Reincarnated As An Aristocrat With An Appraisal Skill","Chapter 144","https://www.manganato.gg/manga/reincarnated-as-an-aristocrat-with-an-appraisal-skill/chapter-144"
41174,"Marronnier Farm Near By The Imperial Palace","Chapter 63","https://www.manganato.gg/manga/marronnier-farm-near-by-the-imperial-palace/chapter-63"
44756,"Isekai De Mizu No Dai Seirei Yattemasu","Chapter 10","https://www.manganato.gg/manga/isekai-de-mizu-no-dai-seirei-yattemasu/chapter-10"
28146,"My Ruined Academy","Chapter 11","https://www.manganato.gg/manga/my-ruined-academy/chapter-11"
41155,"Steel-Eating Player","Chapter 57","https://www.manganato.gg/manga/steel-eating-player/chapter-57"
39529,"I Became A Sales Prodigy","Chapter 36","https://www.manganato.gg/manga/i-became-a-sales-prodigy/chapter-36"
39535,"I Was Fired As An Adventurer, So I Became An Alchemist!","Chapter 31","https://www.manganato.gg/manga/i-was-fired-as-an-adventurer-so-i-became-an-alchemist/chapter-31"
29526,"Uchuu Kyoudai","Chapter 375","https://www.manganato.gg/manga/uchuu-kyoudai/chapter-375"
1974,"Drug Devourer","Chapter 52","https://www.manganato.gg/manga/drug-devourer/chapter-52"
44075,"Judge Lee Han Young","Chapter 122","https://www.manganato.gg/manga/judge-lee-han-young/chapter-122"
40132,"Level 0 Evil King Become the Adventurer In the New World","Chapter 15.4","https://www.manganato.gg/manga/level-0-evil-king-become-the-adventurer-in-the-new-world/chapter-15-4"
32332,"Return Of The Avenger","Chapter 62","https://www.manganato.gg/manga/return-of-the-avenger/chapter-62"
27845,"Isekai Tensei de Kenja ni Natte Boukensha Seikatsu","Chapter 31","https://www.manganato.gg/manga/isekai-tensei-de-kenja-ni-natte-boukensha-seikatsu/chapter-31"
28115,"Shenwu Tianzun","Chapter 356","https://www.manganato.gg/manga/shenwu-tianzun/chapter-356"
34620,"The Amazing Village Creator: Slow Living With The Village Building Cheat Skill","Chapter 40","https://www.manganato.gg/manga/the-amazing-village-creator-slow-living-with-the-village-building-cheat-skill/chapter-40"
29313,"Debut Or Die","Chapter 63","https://www.manganato.gg/manga/debut-or-die/chapter-63"
39573,"I Can Do It","Chapter 38","https://www.manganato.gg/manga/i-can-do-it/chapter-38"
40175,"Kajiya De Hajimeru Isekai Slow Life","Chapter 14","https://www.manganato.gg/manga/kajiya-de-hajimeru-isekai-slow-life/chapter-14"
44616,"The Player That Can't Level Up","Chapter 141","https://www.manganato.gg/manga/the-player-that-can-t-level-up/chapter-141"
34851,"My Mobster Girlfriend","Chapter 119","https://www.manganato.gg/manga/my-mobster-girlfriend/chapter-119"
27263,"Kojiin Tamer","Chapter 19","https://www.manganato.gg/manga/kojiin-tamer/chapter-19"
28085,"Isekai Nonbiri Nouka","Chapter 214","https://www.manganato.gg/manga/isekai-nonbiri-nouka/chapter-214"
490,"The Demon Lord Levels Up With Martial Arts","Chapter 62","https://www.manganato.gg/manga/the-demon-lord-levels-up-with-martial-arts/chapter-62"
37368,"The Salaryman Traveling Another World At His Own Pace","Chapter 25","https://www.manganato.gg/manga/the-salaryman-traveling-another-world-at-his-own-pace/chapter-25"
28397,"The Strongest Magical Swordsman Ever Reborn As An F-Rank Adventurer.","Chapter 71","https://www.manganato.gg/manga/the-strongest-magical-swordsman-ever-reborn-as-an-f-rank-adventurer/chapter-71"
21671,"A Bad Person","Chapter 92","https://www.manganato.gg/manga/a-bad-person/chapter-92"
33928,"The Baseball Team’s Newbie are Too Good","Chapter 16","https://www.manganato.gg/manga/the-baseball-teams-newbie-are-too-good/chapter-16"
45200,"Sekai Saisoku No Level Up!","Chapter 34","https://www.manganato.gg/manga/sekai-saisoku-no-level-up/chapter-34"
43363,"Fun Territory Defense By The Optimistic Lord","Chapter 30.1","https://www.manganato.gg/manga/fun-territory-defense-by-the-optimistic-lord/chapter-30-1"
37340,"Kill The Dragon","Chapter 84","https://www.manganato.gg/manga/kill-the-dragon/chapter-84"
35423,"Kitchen Soldier","Chapter 166","https://www.manganato.gg/manga/kitchen-soldier/chapter-166"
41086,"Mightiest Melee Magician","Chapter 29","https://www.manganato.gg/manga/mightiest-melee-magician/chapter-29"
989,"Zatsuyou Fuyojutsushi Ga Jibun No Saikyou Ni Kizuku Made","Chapter 20.4","https://www.manganato.gg/manga/zatsuyou-fuyojutsushi-ga-jibun-no-saikyou-ni-kizuku-made/chapter-20-4"
28216,"I, The Invincible Villain Master With My Apprentices","Chapter 32","https://www.manganato.gg/manga/i-the-invincible-villain-master-with-my-apprentices/chapter-32"
50027,"Intai Shita Ossan Kenja Da Ga Manadeshi Ga Tsuihou Sarete Kita No De Shoushin Ryokou Ni Tsureteiku ~Slow Life Na Tabi No Tsumori Ga, Nazeka Sekai Saikyou No Shitei Ni Natteita~","Chapter 5","https://www.manganato.gg/manga/intai-shita-ossan-kenja-da-ga-manadeshi-ga-tsuihou-sarete-kita-no-de-shoushin-ryokou-ni-tsureteiku-slow-life-na-tabi-no-tsumori-ga-nazeka-sekai-saikyou-no-shitei-ni-natteita/chapter-5"
45195,"The Legendary Return","Chapter 158","https://www.manganato.gg/manga/the-legendary-return/chapter-158"
1814,"Survive As The Hero’s Husband !","Chapter 85","https://www.manganato.gg/manga/survive-as-the-heros-husband/chapter-85"
45030,"Isekai Ni Otosareta… Jouka Wa Kihon!","Chapter 15.1","https://www.manganato.gg/manga/isekai-ni-otosareta-jouka-wa-kihon/chapter-15-1"
37305,"Acting Genius, Top Idol!","Chapter 76","https://www.manganato.gg/manga/acting-genius-top-idol/chapter-76"
27135,"Isekai Mahou Wa Okureteru! (Novel)","Chapter 1","https://www.manganato.gg/manga/isekai-mahou-wa-okureteru-novel/chapter-1"
42849,"Unnamed Memory","Chapter 9","https://www.manganato.gg/manga/unnamed-memory/chapter-9"
16533,"Return Of The Runebound Professor","Chapter 18","https://www.manganato.gg/manga/return-of-the-runebound-professor/chapter-18"
42841,"Reincarnation Of The Veteran Soldier","Chapter 126","https://www.manganato.gg/manga/reincarnation-of-the-veteran-soldier/chapter-126"
33871,"The Reluctant Demon Cult Leader","Chapter 31","https://www.manganato.gg/manga/the-reluctant-demon-cult-leader/chapter-31"
142,"Player From Today Onwards","Chapter 98","https://www.manganato.gg/manga/player-from-today-onwards/chapter-98"
40928,"The Legendary Beasts Animal Hospital","Chapter 44","https://www.manganato.gg/manga/the-legendary-beasts-animal-hospital/chapter-44"
39484,"Magic Level 99990000 All-Attribute Great Sage","Chapter 57","https://www.manganato.gg/manga/magic-level-99990000-all-attribute-great-sage/chapter-57"
35757,"Star-Embracing Swordmaster","Chapter 48","https://www.manganato.gg/manga/star-embracing-swordmaster/chapter-48"
45266,"Mamono wo Shitagaeru ""Teiin"" wo Motsu Tensei Kenjya~ Katsute no Maho to Jyuma de Hissori Saikyo no Bokensha ninaru~","Chapter 35","https://www.manganato.gg/manga/mamono-wo-shitagaeru/chapter-35"
30627,"Nature Mage Ashto’S Slow Life In An Abandoned Forest","Chapter 17","https://www.manganato.gg/manga/nature-mage-ashtos-slow-life-in-an-abandoned-forest/chapter-17"
41128,"Overpower Your Enemies By The Law","Chapter 14","https://www.manganato.gg/manga/overpower-your-enemies-by-the-law/chapter-14"
1079,"Hell Mode: Yarikomi Suki No Gamer Wa Hai Settei No Isekai De Musou Suru","Chapter 29","https://www.manganato.gg/manga/hell-mode-yarikomi-suki-no-gamer-wa-hai-settei-no-isekai-de-musou-suru/chapter-29"
44373,"Blue Period","Chapter 69","https://www.manganato.gg/manga/blue-period/chapter-69"
34004,"Kuro No Shoukanshi","Chapter 65","https://www.manganato.gg/manga/kuro-no-shoukanshi/chapter-65"
37737,"Hazure Hantei kara Hajimatta Cheat Majutsushi Seikatsu","Chapter 1","https://www.manganato.gg/manga/hazure-hantei-kara-hajimatta-cheat-majutsushi-seikatsu/chapter-1"
36688,"Return To Player","Chapter 128","https://www.manganato.gg/manga/return-to-player/chapter-128"
278,"Starting From Today I'll Work As A City Lord","Chapter 454","https://www.manganato.gg/manga/starting-from-today-i-ll-work-as-a-city-lord/chapter-454"
8021,"The Knight Of Embers","Chapter 97","https://www.manganato.gg/manga/the-knight-of-embers/chapter-97"
1440,"I Was Immediately Mistaken For A Monster Genius Actor","Chapter 42","https://www.manganato.gg/manga/i-was-immediately-mistaken-for-a-monster-genius-actor/chapter-42"
30448,"Mikiri kara Hajimeru Garyuu Kenjutsu","Chapter 5.1","https://www.manganato.gg/manga/mikiri-kara-hajimeru-garyuu-kenjutsu/chapter-5-1"
40562,"The Invincible Banished Shadow Archer","Chapter 10","https://www.manganato.gg/manga/the-invincible-banished-shadow-archer/chapter-10"
33872,"The Second Eunuch Regains His Manhood","Chapter 15","https://www.manganato.gg/manga/the-second-eunuch-regains-his-manhood/chapter-15"
16686,"I Have A Slow Living In Different World (I Wish)","Chapter 45","https://www.manganato.gg/manga/i-have-a-slow-living-in-different-world-i-wish/chapter-45"
45151,"The Outcast Is Too Good At Martial Arts","Chapter 70","https://www.manganato.gg/manga/the-outcast-is-too-good-at-martial-arts/chapter-70"
30674,"Eternally Regressing Knight","Chapter 44","https://www.manganato.gg/manga/eternally-regressing-knight/chapter-44"
820,"The Heavenly Demon Lord Who Doesn't Want To Level Up","Chapter 46","https://www.manganato.gg/manga/the-heavenly-demon-lord-who-doesn-t-want-to-level-up/chapter-46"
39898,"Good Doctor","Chapter 3","https://www.manganato.gg/manga/good-doctor/chapter-3"
43431,"Hottoite Kudasai - Juuma to Cheat Life Tanoshii Mitai!","Chapter 25","https://www.manganato.gg/manga/hottoite-kudasai-juuma-to-cheat-life-tanoshii-mitai/chapter-25"
36204,"Souzou Renkinjutsushi wa Jiyuu wo Ouka suru: Kokyou wo Tsuihou saretara, Maou no Ohizamoto de Chouzetsu Kouka no Magic Item Tsukuri-houdai ni Narimashita","Chapter 8.1","https://www.manganato.gg/manga/souzou-renkinjutsushi-wa-jiyuu-wo-ouka-suru-kokyou-wo-tsuihou-saretara-maou-no-ohizamoto-de-chouzetsu-kouka-no-magic-item-tsukuri-houdai-ni-narimashita/chapter-8-1"
34544,"Mizu Shika Denai Shingu [Cup] Wo Sazukatta Boku Wa, Fumou No Ryouchi De Suki Ni Ikiru Koto Ni Shimashita","Chapter 21","https://www.manganato.gg/manga/mizu-shika-denai-shingu-cup-wo-sazukatta-boku-wa-fumou-no-ryouchi-de-suki-ni-ikiru-koto-ni-shimashita/chapter-21"
45120,"Senmetsumadou no Saikyou Kenja: Musai no Kenja, Madou wo Kiwame Saikyou e Itaru","Chapter 13","https://www.manganato.gg/manga/senmetsumadou-no-saikyou-kenja-musai-no-kenja-madou-wo-kiwame-saikyou-e-itaru/chapter-13"
32356,"Carsearin","Chapter 56","https://www.manganato.gg/manga/carsearin/chapter-56"
30117,"A.i. Doctor","Chapter 103","https://www.manganato.gg/manga/a-i-doctor/chapter-103"
44982,"To Hell With Being A Saint, I’m A Doctor","Chapter 107","https://www.manganato.gg/manga/to-hell-with-being-a-saint-im-a-doctor/chapter-107"
45533,"The Game That I Came From","Chapter 167","https://www.manganato.gg/manga/the-game-that-i-came-from/chapter-167"
238,"Mezase Gouka Kyakusen!!","Chapter 33","https://www.manganato.gg/manga/mezase-gouka-kyakusen/chapter-33"
40457,"Dai Dark","Chapter 21","https://www.manganato.gg/manga/dai-dark/chapter-21"
41219,"Futari Solo Camp","Chapter 26","https://www.manganato.gg/manga/futari-solo-camp/chapter-26"
30402,"Level Up Alone","Chapter 102","https://www.manganato.gg/manga/level-up-alone/chapter-102"
42052,"S-Class Hunter Doesn't Want To Be A Villainous Princess","Chapter 18","https://www.manganato.gg/manga/s-class-hunter-doesn-t-want-to-be-a-villainous-princess/chapter-18"
44452,"I Determine My Own Destiny","Chapter 108","https://www.manganato.gg/manga/i-determine-my-own-destiny/chapter-108"
246,"I Awoke As A God After Auto Battling For A Million Years","Chapter 25","https://www.manganato.gg/manga/i-awoke-as-a-god-after-auto-battling-for-a-million-years/chapter-25"
33284,"Drawing: The Greatest Mangaka Becomes A Skilled “Martial Artist” In Another World","Chapter 98","https://www.manganato.gg/manga/drawing-the-greatest-mangaka-becomes-a-skilled-martial-artist-in-another-world/chapter-98"
40136,"Absolute Necromancer","Chapter 49","https://www.manganato.gg/manga/absolute-necromancer/chapter-49"
31096,"The Newbie Is Too Strong","Chapter 91","https://www.manganato.gg/manga/the-newbie-is-too-strong/chapter-91"
34400,"Catastrophic Priest","Chapter 23","https://www.manganato.gg/manga/catastrophic-priest/chapter-23"
13364,"Avalon Of Disaster","Chapter 30","https://www.manganato.gg/manga/avalon-of-disaster/chapter-30"
43683,"All Rounder","Chapter 1","https://www.manganato.gg/manga/all-rounder/chapter-1"
45061,"Teihen Boukensha Dakedo Mahou Wo Kiwamete Miru Koto Ni Shita: Munou Skill Kara Kami Skill Ni Shinka Shita ""Mahou Souzou"" To ""Item Sakusei"" De Musou Suru","Chapter 18","https://www.manganato.gg/manga/teihen-boukensha-dakedo-mahou-wo-kiwamete-miru-koto-ni-shita-munou-skill-kara-kami-skill-ni-shinka-shita/chapter-18"
34271,"Lu Bu’s life story","Chapter 96","https://www.manganato.gg/manga/lu-bus-life-story/chapter-96"
31215,"Arafoo Kenja No Isekai Seikatsu Nikki","Chapter 26","https://www.manganato.gg/manga/arafoo-kenja-no-isekai-seikatsu-nikki/chapter-26"
9414,"Juvenile Law","Chapter 30","https://www.manganato.gg/manga/juvenile-law/chapter-30"
43802,"The Great Cleric","Chapter 67","https://www.manganato.gg/manga/the-great-cleric/chapter-67"
625,"Surviving With An Sss-Rank Inventory","Chapter 39","https://www.manganato.gg/manga/surviving-with-an-sss-rank-inventory/chapter-39"
28739,"Chairman Kang, The New Employee","Chapter 40","https://www.manganato.gg/manga/chairman-kang-the-new-employee/chapter-40"
42776,"How To Live As A Villain","Chapter 129","https://www.manganato.gg/manga/how-to-live-as-a-villain/chapter-129"
6909,"Conquering The Academy With Just A Sashimi Knife.","Chapter 19","https://www.manganato.gg/manga/conquering-the-academy-with-just-a-sashimi-knife/chapter-19"
32222,"Escort Warrior","Chapter 197","https://www.manganato.gg/manga/escort-warrior/chapter-197"
34554,"Reincarnation Of The Murim Clan's Former Ranker","Chapter 86","https://www.manganato.gg/manga/reincarnation-of-the-murim-clan-s-former-ranker/chapter-86"
43324,"I Work Nine To Five In The Immortal Cultivation World","Chapter 54","https://www.manganato.gg/manga/i-work-nine-to-five-in-the-immortal-cultivation-world/chapter-54"
44363,"Dominating the Cultivation Realm with Muscles","Chapter 70","https://www.manganato.gg/manga/dominating-the-cultivation-realm-with-muscles/chapter-70"
44280,"Return Of The Legendary Spear Knight","Chapter 131","https://www.manganato.gg/manga/return-of-the-legendary-spear-knight/chapter-131"
36219,"I Don't Really Get It, But It Looks Like I Was Reincarnated In An Another World","Chapter 98","https://www.manganato.gg/manga/i-don-t-really-get-it-but-it-looks-like-i-was-reincarnated-in-an-another-world/chapter-98"
34222,"Yuru Fuwa Noka No Moji Bake Skill","Chapter 26","https://www.manganato.gg/manga/yuru-fuwa-noka-no-moji-bake-skill/chapter-26"
38276,"The Struggle Of Being Reincarnated As The Marquess's Daughter: I'll Deal With What’S Coming To Me!","Chapter 6","https://www.manganato.gg/manga/the-struggle-of-being-reincarnated-as-the-marquess-s-daughter-i-ll-deal-with-whats-coming-to-me/chapter-6"
36728,"The Brilliant Healer's New Life in the Shadows","Chapter 18.1","https://www.manganato.gg/manga/the-brilliant-healer-s-new-life-in-the-shadows/chapter-18-1"
42176,"One-Of-A-Kind Irregular","Chapter 74","https://www.manganato.gg/manga/one-of-a-kind-irregular/chapter-74"
34507,"Taming Master","Chapter 89","https://www.manganato.gg/manga/taming-master/chapter-89"
1939,"Reincarnated As The Mastermind Of The Story","Chapter 13","https://www.manganato.gg/manga/reincarnated-as-the-mastermind-of-the-story/chapter-13"
19190,"The Male Lead's Little Lion Daughter","Chapter 72","https://www.manganato.gg/manga/the-male-lead-s-little-lion-daughter/chapter-72"
43743,"Weapon Maker","Chapter 27","https://www.manganato.gg/manga/weapon-maker/chapter-27"
44955,"Isn't Being A Wicked Woman Much Better?","Chapter 31","https://www.manganato.gg/manga/isn-t-being-a-wicked-woman-much-better/chapter-31"
38197,"The White Mage Who Was Banished From The Hero's Party Is Picked Up By An S Rank Adventurer~ This White Mage Is Too Out Of The Ordinary!","Chapter 13","https://www.manganato.gg/manga/the-white-mage-who-was-banished-from-the-hero-s-party-is-picked-up-by-an-s-rank-adventurer-this-white-mage-is-too-out-of-the-ordinary/chapter-13"
39204,"Super God System","Chapter 92","https://www.manganato.gg/manga/super-god-system/chapter-92"
34042,"Isekai De Uwamae Hanete Ikiteiku ~Saisei Mahotsukai No Yuru Fuwa Jinzai Haken Seikatsu~","Chapter 13","https://www.manganato.gg/manga/isekai-de-uwamae-hanete-ikiteiku-saisei-mahotsukai-no-yuru-fuwa-jinzai-haken-seikatsu/chapter-13"
39454,"King of the Labyrinth","Chapter 9.3","https://www.manganato.gg/manga/king-of-the-labyrinth/chapter-9-3"
1399,"The Lone Sss-Class Summoner","Chapter 89","https://www.manganato.gg/manga/the-lone-sss-class-summoner/chapter-89"
50939,"The Legendary Hero Is An Academy Honors Student","Chapter 24","https://www.manganato.gg/manga/the-legendary-hero-is-an-academy-honors-student/chapter-24"
28142,"The Extra’s Academy Survival Guide","Chapter 40","https://www.manganato.gg/manga/the-extras-academy-survival-guide/chapter-40"
650,"The Useless Tamer Will Turn Into The Top Unconsciously By My Previous Life Knowledge","Chapter 17","https://www.manganato.gg/manga/the-useless-tamer-will-turn-into-the-top-unconsciously-by-my-previous-life-knowledge/chapter-17"
30170,"Am I Invincible","Chapter 126","https://www.manganato.gg/manga/am-i-invincible/chapter-126"
581,"I'll Take The Dukedom From Today","Chapter 20","https://www.manganato.gg/manga/i-ll-take-the-dukedom-from-today/chapter-20"
36779,"After Ten Years Of Chopping Wood, Immortals Begged To Become My Disciples","Chapter 18","https://www.manganato.gg/manga/after-ten-years-of-chopping-wood-immortals-begged-to-become-my-disciples/chapter-18"
1791,"Release That Witch","Chapter 490","https://www.manganato.gg/manga/release-that-witch/chapter-490"
30888,"Demoted To A Teacher, The Strongest Sage Raises An Unbeatable Class","Chapter 38","https://www.manganato.gg/manga/demoted-to-a-teacher-the-strongest-sage-raises-an-unbeatable-class/chapter-38"
28750,"Sigrid","Chapter 30","https://www.manganato.gg/manga/sigrid/chapter-30"
45687,"One Step Divine Fist","Chapter 17","https://www.manganato.gg/manga/one-step-divine-fist/chapter-17"
33532,"Reincarnation Of The Suicidal Battle God","Chapter 66","https://www.manganato.gg/manga/reincarnation-of-the-suicidal-battle-god/chapter-66"
30779,"The S-Classes That I Raised","Chapter 142","https://www.manganato.gg/manga/the-s-classes-that-i-raised/chapter-142"
45068,"I Became the World's Strongest Witch, ~I Will Live Freely in a World Where Only I Can Access the ""Guide Site""~","Chapter 15","https://www.manganato.gg/manga/i-became-the-world-s-strongest-witch-i-will-live-freely-in-a-world-where-only-i-can-access-the/chapter-15"
