hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
pG2qyxuC,Level 596 no Tanya Minarai,Reading,,18,2025-28-09,"Apprentice Blacksmith of Level 596,レベル596の鍛冶見習い,The Level 596 Apprentice Blacksmith,Blacksmith Apprentice at Level 596,Level 596 no Kaji Minarai",https://myanimelist.net/manga/165051,https://anilist.co/manga/181737,https://www.mangaupdates.com/series/uoh4xqz
UGv2TY29,Infinite Devouring: From Zero to Hero,Reading,,156,2025-28-09,"Inexhaustible Engulfing,Devouring Infinite,Endless Devourer,Wújìn Tūnshì,,无尽吞噬,武魂覚醒、俺こそ偉大な天道師だ！,Wujin Tunshi,Wújìn Tūnshì,Infinite Devouring: From Zero to Hero",,https://anilist.co/manga/173675,https://www.mangaupdates.com/series/ronovz4
YVtziaU1,Raising the Princess After Her Death,Reading,,34,2025-35-09,"A Princess Is Raised After Death,Desperately Making Her a Princess,The Princess Is Raised After She Dies,正規エンディングまで異世界ループ転生,공주는 죽어서 키운다,Raising the Princess to Overcome Death,Criar a la princesa para vencer a la muerte,这个养成游戏有点毒,  Search   Series  Library  Sign in Raising the Princess After Her Death",https://myanimelist.net/manga/170973,https://anilist.co/manga/178316,https://www.mangaupdates.com/series/04c3fsc
Azv3YHky,"Sayounara Ryuusei, Konnichiwa Jinsei",Reading,,68,2025-28-09,"再见龙生你好人生,Прощай, жизнь дракона, Здравствуй, жизнь человека,Goodbye Dragon Life, Hello Human Life,さようなら竜生、こんにちは人生,Goodbye Dragon Life,Good Bye, Dragon Life,Sayounara Ryuusei Konnichiwa Jinsei,さようなら竜生, こんにちは人生",https://myanimelist.net/manga/95309,https://anilist.co/manga/87415,https://www.mangaupdates.com/series/129695
tLQjo5cn,"Isekai Kaeri no Saikyou Tamer, Tsukaima wa Osananajimi",Reading,,17,2025-33-09,"Isekai Kaeri no Saikyou Tamer, Tsukai ma wa Osananajimi,異世界帰りの最強テイマー、使い魔は幼馴染,Penjinak Terkuat Kembali Dari Dunia Lain Dengan Teman Masa Kecilnya sebagai Familiarnya,The Strongest Tamer Returned From Another World With His Childhood Friend as His Familiar",,https://anilist.co/manga/184655,https://www.mangaupdates.com/series/1cesg5c
dNscCmDd,Blue Orchestra,Reading,,33,2025-33-09,"Ao no Orchestra,Синий оркестр,青のオーケストラ,푸른 오케스트라,The Blue Orchestra,AoOrche,ออร์เคสตราบรรเลงฝัน",https://myanimelist.net/manga/106937,https://anilist.co/manga/101831,https://www.mangaupdates.com/series/141697
JzP8Tppf,"If I Don’t Die Soon, I’ll Really Become Invincible!",Reading,,90,2025-36-09,"If I Die, I will Be Invincible,Không Nhường Nữa Ta Chết, Ta Liền Thật Vô Địch,Zai Bu Si Wo Jiu Zhen Wu Di Le,再不死我就真无敌了,Zài Bu Sǐ Wǒ Jiù Zhēn Wú Dí Le,死ねば無敵、けれど死なせてくれない,If I Don't Die Soon, I'll Really Become Invincible!,죽어야 무적이 된다",,,https://www.mangaupdates.com/series/ow736tr
N8RrlALH,Bad Guy,Reading,,92,2025-34-09,"Người Xấu,壞男人,나쁜사람,A Bad Person,Bad Boy (Dooms),Bad Person,悪い男 (Dooms),我是坏小子",https://myanimelist.net/manga/152706,https://anilist.co/manga/136969,https://www.mangaupdates.com/series/dsdudb9
_2AW7PfM,Beatrice,Reading,,109,2025-36-09,"ベアトリチェ,베아트리체,贝阿特丽刺,بیتریس,Béatrice,比亚特丽丝,เจ้าหญิงเบียทริซ,Беатрис,بئاتریس,ベアトリーチェ,比阿特丽丝,被俘虏的王女",https://myanimelist.net/manga/149251,https://anilist.co/manga/110978,https://www.mangaupdates.com/series/154997
f_HFN70V,In the Land of Leadale,Reading,,27,2025-36-09,"Leadale no Daichi nite,リアデイルの大地にて,Tại vùng đất Leadale,In the Land of Reardale,Reardale no Daichi nite,มหาพิภพลีอาเดล,In the Land of Reardale,Reardale no Daichi nite,World of Leadale,มหาพิภพลีอาเดล,利阿迪爾的大地之上,利阿迪爾的大地之上",https://myanimelist.net/manga/130793,https://anilist.co/manga/119353,https://www.mangaupdates.com/series/164562
aToqV6Uv,The Beloved Fake Saint,Reading,,26,2025-37-09,"가짜 성녀인데 신들이 집착한다,Soy Una Santa Falsa Pero Los Dioses Están Obsesionados Conmigo,I'm a Fake Saintess but the Gods are Obsessed,Eu Sou Uma Santa Falsa Mas os Deuses Estão Obcecados por Mim,I'm a Fake Saintess but the Gods Are Obsessed,Just a Fake Saint,La Fausse Sainte aimée par les Dieux,ฉันเป็นนักบุญเก๊ที่ทวยเทพคลั่งไคล้,众神迷恋我这个假圣女,偽の聖女なのに神々が執着してきます,眾神迷戀的冒牌聖女,作为假圣女，却被众人迷恋？",https://myanimelist.net/manga/153257,https://anilist.co/manga/156496,https://www.mangaupdates.com/series/jt0e9d4
rltUOzIq,Sora wo Matotte,Reading,,22,2025-39-09,"Sora o Matotte,Wear the Sky,空をまとって",https://myanimelist.net/manga/158648,https://anilist.co/manga/164134,https://www.mangaupdates.com/series/i5z69ez
CppfuUKo,The Magic in this Other World is Too Far Behind!,Reading,,,0000:00:00,"Isekai Mahou wa Okureteru!,Магия другого мира так отстаёт!,พ่อมดไร้เทียมทานกับมนตราล้าหลัง,이세계 마법은 뒤떨어졌다!,La magie de cet autre monde est trop en retard!,異世界魔法は遅れてる！,¡La Magia del Otro Mundo está Muy Atrasada!,異世界魔法實在太落後！,异世界魔法实在太落后！,異世魔法滯哉！ (Classical Chinese),The Different World Magic is Too Behind,Isekai Mahō wa Okure Teru!,The Different World Magic Is Too Far Behind!,異世界的魔法太落后了,異世界魔法は遅れてる!",https://myanimelist.net/manga/103364,https://anilist.co/manga/99602,https://www.mangaupdates.com/series/138265
iG_S19Uj,Preview,Reading,,16,2025-37-09,미리보기,https://myanimelist.net/manga/170362,,https://www.mangaupdates.com/series/rijnl2p
Wm5EHF_g,Kajiya de Hajimeru Isekai Slow Life,Reading,,14.1,2025-38-09,"鍛冶屋ではじめる異世界スローライフ,My Quiet Blacksmith Life in Another World,成為鐵匠在異世界度過悠閒人生,Умеренная жизнь ремесленника в другом мире,Помірне життя ремісничого в іншому світі,Kajiya de Hajimeru Isekai Surou Raifu,Different World Slow Life Begun at the Smith,成为铁匠在异世界度过悠闲人生,ชีวิตสโลไลฟ์หลังเกิดใหม่เป็นช่างตีเหล็ก,Kajiya de Hajimeru Isekai Surouraifu",https://myanimelist.net/manga/131763,https://anilist.co/manga/127029,https://www.mangaupdates.com/series/172903
hzPAD62i,Hottoite kudasai - Juma to Cheat Life Tanoshimitai!,Reading,,25,2025-39-09,"ほっといて下さい　従魔とチートライフ楽しみたい！,Leave Me Alone - I Want to Enjoy Cheat Life with My Familiar,Hottoite Kudasai,Please Leave Me Alone,ほっといて下さい,Hottoite Kudasai - Juuma to Cheat Life Tanoshii Mitai!,Please leave me alone - I want to enjoy cheat life with my subordinates!",https://myanimelist.net/manga/152598,https://anilist.co/manga/180086,https://www.mangaupdates.com/series/4b6qi0s
WfaSlMP9,One-Punch Man,Reading,,133,2025-32-09,"Бірұрман,Уанпанчмен,वान्-पन्च् म्यान्,وان‌پانچ‌من,วันพันช์แมน,איש האגרוף הבודד,וואן פאנץ' מן,Ванпанчмен,ワンパンマン,원펀맨,El hombre de un solo golpe,Tek Yumruk,مرد تک‌مشتی,一拳超人,一击男,رجل اللكمة الواحدة,Wanpanman,ون بنش مان,One Punch-Man,One Punch Man,OPM,ONE-PUNCH MAN,One-Punch Man,Ванпанчмен,One-Punch Man: Tek Yumruk,Onepunch Man,مرد تک مشتی,رجل لكمة الواحدة,วันพันช์แมน (NED)",https://myanimelist.net/manga/44347,https://anilist.co/manga/74347,https://www.mangaupdates.com/series/80345
msTmzjyU,"Bouken-sha wo Kubi ni Nattanode, Renkinjutsu-shi to Shite Denaoshimasu! - Henkyou Kaitaku? Yoshi, Ore ni Makase Toke!",Reading,,31,2025-35-09,"Trying Out Alchemy After Being Fired as an Adventurer!: Frontier Settling? No Problem, Leave It to Me!,冒険者をクビになったので、錬金術師として出直します！ ～辺境開拓？ よし、俺に任せとけ！,Bouken-sha o Kubi ni Nattanode, Renkinjutsu-shi to Shite Denaoshimasu! - Henkyou Kaitaku? Yoshi, Ore ni Makase Toke!,Boukensha wo Kubi ni Natta node, Renkinjutsushi Toshite Denaoshimasu! - Henkyou Kaitaku? Yoshi, Ore ni Makasetoke!,I Was Fired as an Adventurer, so I Became an Alchemist!,I Was Fired as an Adventurer, so I Became an Alchemist! - Frontier Development? Alright, Leave It to Me!,冒険者をクビになったので、錬金術師として出直します! ~辺境開拓?よし、俺に任せとけ!,冒険者をクビになったので、錬金術師として出直します！,被冒险者开除后作为炼金术师重新启航！,被冒險者開除後作為鍊金術師重新啟航！,Boukensha o Kubi ni Natta node, Renkinjutsushi Toshite Denaoshimasu! - Henkyou Kaitaku? Yoshi, Ore ni Makasetoke!",https://myanimelist.net/manga/128355,https://anilist.co/manga/128613,https://www.mangaupdates.com/series/158447
Qy66f_CI,Latna Saga: Survival of a Sword King,Reading,,104,2025-38-09,"拔剑九亿次,이계 검왕 생존기,Igye Geomwang Saengjongi,การเอาชีวิตรอดของราชาดาบในต่างโลก,異世界剣王生存記,異界劍王生存記,Король меча,История выживания короля меча в фэнтезийном мире,Survival Story of a Sword King in a Fantasy World,Otherworldly Sword King's Survival Records,Latna Saga: Sopravvivenza di un Re della Spada in un Altro Mondo,The Survival Story of the Sword King in Another World,Registros de supervivencia del Rey de la Espada del Otro Mundo,Latna Saga: A Jornada do Rei Espadachim,Las flipantes aventuras del rey de la espada en otro mundo,Isekai Kenou Seizon-ki,Survival Story of a Sword King,The Survival Record of the Sword King in Another World,異界剣王生存記,이계검왕생존기,A Sword King’s Fantasy World Survival Story,Rey de la espada,حماسه رثنا: بقای پادشاه شمشیر",https://myanimelist.net/manga/146982,https://anilist.co/manga/114605,https://www.mangaupdates.com/series/160778
geWGAOwp,Lady Chef Royale,Reading,,120,2025-37-09,"Royal Chef Young Lady,로열 셰프 영애님,Royal Chef Yeong-ae-nim,The Young Lady Is a Royal Chef,Royal Chef,Royal Chef Lady,Kang masak rambut biru,La joven chef royal,La princesa es un chef imperial,お嬢様はロイヤル・シェフ,千金料理师,皇室御厨英爱,Royal Lady Chef,Young Lady Is a Royal Chef,เลดี้ยอดเชฟราชสำนัก,千金大廚來上菜",https://myanimelist.net/manga/148033,https://anilist.co/manga/124966,https://www.mangaupdates.com/series/170623
zxfEWEvs,Return of the Hound,Reading,,58,2025-39-09,"Bloodhound's Regression Instinct,El instinto de regresión del sabueso,The Return Instinct of the Hunting Dog,The Returning Instinct of a Hound,猎狗的回归本能,猟犬の回帰本能,사냥개의 회귀본능,The Returning Instinct of a Hound,The Return Instinct of the Hunting Dog,The Returning Instinct of a Hound,猟犬の回帰本能,사냥개의 회귀본능,Bloodhound's Regression Instinct",https://myanimelist.net/manga/167553,https://anilist.co/manga/171710,https://www.mangaupdates.com/series/fmw5bja
GlsS57qq,Cheat Kusushi no Slow Life ~Isekai ni Tsukurou Drugstore~,Reading,,40,2025-40-09,"Медленная жизнь чит-фармацевта: создание аптеки в альтернативном мире,치트 약사의 슬로우 라이프 ~이세계에서 만드는 드러그스토어~,チート薬師のスローライフ～異世界に作ろうドラッグストア～,ชีวิตสโลว์ไลฟ์ของหมอยาสุดโกง +เปิดร้านขายยาที่ต่างโลก+,Ти:то кусуси но суро: райфу: исэкай ни цукуро: дораггусутоа,开挂药师的异世界悠闲生活 ~ 到异世界开药房去 ~,開掛藥師的異世界悠閒生活～到異世界開藥房去～,Drugstore in Another World: The Slow Life of a Cheat Pharmacist,Cheat Pharmacist's Slow Life: Making a Drugstore in Another World,Drugstore in Another World: The Slow Life of a Cheat Pharmacist,Slow Life of Cheat Kusushi,Медленная жизнь чит-фармацевта: создание аптеки в альтернативном мире,Ти:то кусуси но суро: райфу: исэкай ни цукуро: дораггусутоа,ชีวิตสโลว์ไลฟ์ของหมอยาสุดโกง +เปิดร้านขายยาที่ต่างโลก+,チート薬師のスローライフ　～異世界に作ろうドラッグストア～,치트 약사의 슬로우 라이프 ~이세계에서 만드는 드러그스토어~,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Cheat Pharmacist's Slow Life: Making a Drugstore in Another World,Slow Life of Cheat Kusushi",https://myanimelist.net/manga/117726,https://anilist.co/manga/106820,https://www.mangaupdates.com/series/152496
1veu8J9V,Death Penalty,Reading,,40,2025-46-10,"死んだ数だけ超強化 -デスペナルティ-,Shinda Suu Dake Chou Kyouka -Death Penalty-,Death Penalty (NAMI Tsuma),Super Strengthening for Every Death -Death Penalty,Суперусиление с каждой смертью: Смертный приговор",,https://anilist.co/manga/197341,https://www.mangaupdates.com/series/42pzcnq
v_We04PA,My Blade Will Lead the Way! Abandoned in a Labyrinth as a Directionally Challenged S-Rank Swordsman,Reading,,23,2025-44-09,"最高難度迷宮でパーティに置き去りにされたＳランク剣士、本当に迷いまくって誰も知らない最深部へ　～俺の勘だとたぶんこっちが出口だと思う～,Saikou Nando Meikyuu de Party ni Okizari ni Sareta S-Rank Kenshi, Hontou ni Mayoimakutte Dare mo Shiranai Saishinbu e ~Ore no Kan da to Tabun Kotchi ga Deguchi da to Omou~",https://myanimelist.net/manga/161833,https://anilist.co/manga/170519,https://www.mangaupdates.com/series/g3ambej
f1ARqnGp,Surviving as the Illegitimate Princess,Reading,,32,2025-49-09,"Notes on the Hearts of Fathers and Children Who Are Victims of God's Curse,Son altesse illégitime,私生公主的第十次人生,사생아 공주로 살아남기,私生公主生存記,ループ10回目の王女様,วิธีเอาชีวิตรอดของเจ้าหญิงนอกสมรส,Sasaenga Gongjuro Saranamgi,私生公主的生存之路,作為私生子公主生存,Sobrevivendo como uma princesa ilegítima,البقاء على قيد الحياة كأميرة غير شرعية,Выжить незаконнорожденной принцессой,Surviving as an Illegitimate Princess,Survit comme une princesse bâtarde,Survivrant comme une princesse bâtarde,Хууль бус гүнж амьд үлдсзн нь,Survive as a Bastard Princess,Tồn tại như nàng công chúa dã chủng",https://myanimelist.net/manga/150982,https://anilist.co/manga/152437,https://www.mangaupdates.com/series/mizfu0f
